trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrans,tilt,key_resp.corr,trials.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
73,0.5,1.0,92.23159099975601,,92.20860269991681,92.23159099975601,92.73361250013113,92.71655669994652,92.71655669994652,93.01675549987704,93.40349469985813,left,-1.0,1,1,0.685287999920547,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
74,0.5,1.0,93.41557230008766,,93.40359540004283,93.41557230008766,93.93214000016451,93.93214000016451,93.93214000016451,94.23395519983023,94.90908889984712,left,-1.0,1,1,0.9715952998958528,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
75,0.5,1.0,94.9326546001248,,94.90923290001228,94.9326546001248,95.43419639999047,95.41776729980484,95.41776729980484,95.71788269979879,96.09226989978924,right,1.0,0,0,0.6561953001655638,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
76,0.5,1.0,96.100986499805,,96.09241689974442,96.100986499805,96.6011458998546,96.6011458998546,96.6011458998546,96.90181259997189,97.22793800011277,right,1.0,0,0,0.6238750000484288,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
77,0.5,1.0,97.25012290012091,,97.22808669973165,97.25012290012091,97.7505842000246,97.73385650012642,97.73385650012642,98.03575140004978,98.31077970005572,right,1.0,0,0,0.5672263000160456,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
78,0.5,1.0,98.33406009990722,,98.31092489976436,98.33406009990722,98.83585010003299,98.81902260007337,98.81902260007337,99.11913939984515,99.32722900016233,left,-1.0,1,1,0.4942813003435731,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
79,0.5,1.0,99.33549819979817,,99.3273598998785,99.33549819979817,99.83616709988564,99.83616709988564,99.83616709988564,100.136315099895,100.56143769994378,right,1.0,0,0,0.7224241001531482,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
80,0.5,1.0,100.56937599973753,,100.56156389974058,100.56937599973753,101.0698484997265,101.0698484997265,101.0698484997265,101.38689900003374,101.661499499809,right,1.0,0,0,0.587268200237304,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
81,0.5,1.0,101.67000949988142,,101.66167189972475,101.67000949988142,102.17036829981953,102.17036829981953,102.17036829981953,102.47008189978078,102.72982979984954,left,-1.0,1,1,0.5494320997968316,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
82,0.5,1.0,102.75244469987229,,102.72997049987316,102.75244469987229,103.25252790004015,103.23628669977188,103.23628669977188,103.53763430006802,104.17945510009304,right,1.0,1,1,0.9268494001589715,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
83,0.5,1.0,104.20287859998643,,104.1795962001197,104.20287859998643,104.70408680010587,104.68808199977502,104.68808199977502,104.98767459997907,105.60994559992105,left,-1.0,0,0,0.91661879979074,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
84,0.5,1.0,105.62019679974765,,105.61001239996403,105.62019679974765,106.13676799973473,106.13676799973473,106.13676799973473,106.43886769982055,106.8482089000754,right,1.0,1,1,0.703403000254184,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
85,0.5,1.0,106.87046819971874,,106.84835109999403,106.87046819971874,107.37227479973808,107.355757500045,107.355757500045,107.65575650008395,107.93169419979677,right,1.0,1,1,0.5713432002812624,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
86,0.5,1.0,107.95424220012501,,107.93185389973223,107.95424220012501,108.45626119989902,108.4396375999786,108.4396375999786,108.73965829983354,109.2316294000484,left,-1.0,1,1,0.7807410000823438,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
87,0.5,0.5,109.25481900013983,,109.23178459983319,109.25481900013983,109.75617899978533,109.73998109996319,109.73998109996319,110.04003060003743,110.3135869000107,right,0.5,0,0,0.5581760001368821,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
88,0.5,1.0,110.32326029986143,,110.31373469997197,110.32326029986143,110.8240864998661,110.8240864998661,110.8240864998661,111.12386230006814,111.64862729981542,left,-1.0,1,1,0.8220163998194039,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
89,0.5,1.0,111.65672169998288,,111.64875019993633,111.65672169998288,112.15779379988089,112.15779379988089,112.15779379988089,112.4578108000569,113.3659345000051,right,1.0,1,1,1.1952428999356925,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
90,0.5,1.0,113.37460529990494,,113.36607930017635,113.37460529990494,113.8750971998088,113.8750971998088,113.8750971998088,114.17502379976213,114.533380900044,right,1.0,1,1,0.6472160001285374,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
91,0.5,0.5,114.55714089982212,,114.53352459985763,114.55714089982212,115.05854040011764,115.04192649992183,115.04192649992183,115.34187550004572,115.69654610008001,right,0.5,0,0,0.6472796001471579,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
92,0.5,1.0,115.70767559995875,,115.69662280008197,115.70767559995875,116.20889100013301,116.20889100013301,116.20889100013301,116.50923170009628,116.78393539972603,left,-1.0,1,1,0.5577937001362443,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
93,0.5,1.0,116.79267890006304,,116.78407819988206,116.79267890006304,117.30977270007133,117.29295619996265,117.29295619996265,117.59297049976885,146.6296073999256,left,-1.0,1,1,29.328581899870187,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
94,0.5,1.0,146.6528817997314,,146.62978040007874,146.6528817997314,147.15475879982114,147.1374717997387,147.1374717997387,147.43815890001133,148.1744054001756,left,-1.0,1,1,1.0328682996332645,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
95,0.5,0.5,148.1866859998554,,148.17447920003906,148.1866859998554,148.68818389996886,148.68818389996886,148.68818389996886,148.98749929992482,149.4243721999228,left,-0.5,0,0,0.7241414003074169,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
96,0.5,1.0,149.43747729994357,,149.42444649990648,149.43747729994357,149.9377520000562,149.9377520000562,149.9377520000562,150.23812879994512,150.50794989988208,left,-1.0,0,0,0.5619213995523751,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
97,0.5,1.0,150.52096570003778,,150.5080312998034,150.52096570003778,151.02134549990296,151.02134549990296,151.02134549990296,151.32201089989394,151.5779872997664,right,1.0,1,1,0.5551562001928687,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
98,0.5,1.0,151.5889960997738,,151.5781072000973,151.5889960997738,152.08847599988803,152.08847599988803,152.08847599988803,152.38872959977016,152.91198300011456,left,-1.0,0,0,0.808407099917531,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
99,0.5,1.0,152.92224980005994,,152.91209940006956,152.92224980005994,153.42256540013477,153.42256540013477,153.42256540013477,153.72264469973743,154.1625604000874,right,1.0,0,0,0.7268865001387894,252029,001,2024-09-12_17h28.09.527,adaptive staircase-Vidhi-6-9-24,2024.1.5,None,2024-09-12 17h28.16.936133 +0530,
